0.000000,0.000000
1.259000,0.105263
2.527000,0.052632
3.790000,0.210526
5.044000,0.210526
6.317000,0.210526
7.559000,0.210526
8.789000,0.210526
10.061000,0.157895
11.311000,0.157895
12.555000,0.157895
13.794000,0.157895
15.030000,0.263158
16.293000,0.263158
17.528000,0.263158
18.803000,0.263158
20.082000,0.368421
21.332000,0.263158
22.624000,0.263158
23.864000,0.210526
25.110000,0.210526
26.377000,0.210526
27.635000,0.315789
28.875000,0.315789
30.147000,0.315789
31.393000,0.115789
32.720000,0.168421
33.974000,0.168421
35.211000,0.168421
36.458000,0.168421
37.700000,0.168421
39.035000,0.221053
40.297000,0.168421
41.631000,0.221053
42.890000,0.221053
44.175000,0.273684
45.431000,0.273684
46.833000,0.273684
48.096000,0.273684
49.365000,0.273684
50.627000,0.273684
51.868000,0.326316
53.143000,0.326316
54.385000,0.326316
55.734000,0.326316
57.087000,0.326316
58.356000,0.326316
59.592000,0.326316
60.875000,0.378947
62.134000,0.378947
63.468000,0.378947
64.718000,0.378947
66.000000,0.378947
67.247000,0.378947
68.552000,0.431579
69.807000,0.378947
71.047000,0.431579
72.296000,0.378947
73.606000,0.378947
74.862000,0.378947
76.160000,0.431579
77.437000,0.378947
78.829000,0.431579
80.130000,0.431579
81.433000,0.431579
82.673000,0.431579
83.967000,0.431579
85.214000,0.431579
86.463000,0.484211
87.719000,0.484211
89.024000,0.747368
90.260000,0.484211
91.510000,0.747368
92.777000,0.747368
94.058000,0.747368
95.376000,0.484211
96.640000,0.484211
97.893000,0.747368
99.163000,0.747368
100.451000,0.536842
101.695000,0.536842
102.960000,0.536842
104.190000,0.536842
105.434000,0.536842
106.691000,0.536842
107.930000,0.536842
109.182000,0.536842
110.439000,0.536842
111.669000,0.536842
112.910000,0.589474
114.161000,0.536842
115.422000,0.747368
116.685000,0.589474
117.928000,0.589474
119.175000,0.589474
120.412000,0.589474
121.655000,0.589474
122.885000,0.589474
124.145000,0.589474
125.416000,0.589474
126.653000,0.589474
127.903000,0.589474
129.167000,0.642105
130.410000,0.642105
131.669000,0.642105
132.916000,0.642105
134.174000,0.642105
135.427000,0.642105
136.665000,0.694737
137.905000,0.642105
139.149000,0.642105
140.399000,0.642105
141.691000,0.642105
142.911000,0.694737
144.169000,0.694737
145.404000,0.694737
146.661000,0.694737
147.922000,0.852632
149.188000,0.642105
151.704000,0.597368
155.433000,0.755263
156.705000,0.597368
159.195000,0.755263
160.446000,0.597368
162.950000,0.755263
165.455000,0.755263
167.931000,0.755263
169.190000,0.597368
170.420000,0.807895
171.665000,0.807895
172.900000,0.807895
175.418000,0.860526
176.658000,0.807895
179.175000,0.860526
180.419000,0.860526
181.660000,0.807895
182.907000,0.807895
184.156000,0.807895
185.405000,0.597368
186.640000,0.807895
187.896000,0.807895
189.159000,0.807895
190.413000,0.860526
191.675000,0.755263
192.928000,0.650000
194.184000,0.702632
195.438000,0.650000
196.686000,0.650000
197.926000,0.650000
199.184000,0.650000
200.440000,0.807895
201.678000,0.650000
202.916000,0.807895
205.419000,0.755263
206.674000,0.860526
207.906000,0.807895
209.170000,0.860526
210.415000,0.755263
211.657000,0.807895
212.896000,0.702632
214.148000,0.755263
215.405000,0.702632
216.641000,0.807895
217.902000,0.807895
219.158000,0.860526
220.398000,0.755263
221.627000,0.702632
222.885000,0.755263
224.119000,0.755263
225.368000,0.702632
226.605000,0.755263
227.865000,0.807895
229.112000,0.860526
230.352000,0.860526
231.593000,0.913158
232.832000,0.913158
234.096000,0.860526
235.350000,0.755263
236.596000,0.860526
237.867000,0.755263
239.108000,0.755263
240.362000,0.755263
244.154000,0.860526
245.390000,0.755263
246.640000,0.860526
250.414000,0.860526
251.659000,0.807895
255.410000,0.807895
256.642000,0.807895
257.888000,0.860526
259.148000,0.860526
260.428000,0.755263
265.410000,0.913158
267.932000,0.807895
269.261000,0.807895
272.980000,0.807895
274.237000,0.860526
